Year	Day	Population	PerishedSize	Nodes Created
0	0	2		0		0
0	1	2		0		0
0	2	2		0		0
0	3	2		0		0
0	4	2		0		0
0	5	2		0		0
0	6	2		0		0
0	7	2		0		0
0	8	2		0		0
0	9	2		0		0
0	10	2		0		0
0	11	2		0		0
0	12	2		0		0
0	13	2		0		0
0	14	4		0		2
0	15	4		0		0
0	16	4		0		0
0	17	4		0		0
0	18	4		0		0
0	19	4		0		0
0	20	4		0		0
0	21	4		0		0
0	22	4		0		0
0	23	4		0		0
0	24	4		0		0
0	25	4		0		0
0	26	4		0		0
0	27	4		0		0
0	28	4		0		0
0	29	8		0		4
0	30	8		0		0
0	31	8		0		0
0	32	8		0		0
0	33	8		0		0
0	34	8		0		0
0	35	8		0		0
0	36	8		0		0
0	37	8		0		0
0	38	8		0		0
0	39	8		0		0
0	40	8		0		0
0	41	8		0		0
0	42	8		0		0
0	43	8		0		0
0	44	14		0		6
0	45	14		0		0
0	46	14		0		0
0	47	14		0		0
0	48	14		0		0
0	49	14		0		0
0	50	14		0		0
0	51	12		2		0
0	52	12		2		0
0	53	12		2		0
0	54	12		2		0
0	55	12		2		0
0	56	12		2		0
0	57	12		2		0
0	58	12		2		0
0	59	22		2		10
0	60	22		2		0
0	61	22		2		0
0	62	22		2		0
0	63	22		2		0
0	64	22		2		0
0	65	22		2		0
0	66	20		4		0
0	67	20		4		0
0	68	20		4		0
0	69	20		4		0
0	70	20		4		0
0	71	20		4		0
0	72	20		4		0
0	73	20		4		0
0	74	36		4		16
0	75	36		4		0
0	76	36		4		0
0	77	36		4		0
0	78	36		4		0
0	79	36		4		0
0	80	36		4		0
0	81	32		8		0
0	82	32		8		0
0	83	32		8		0
0	84	32		8		0
0	85	32		8		0
0	86	32		8		0
0	87	32		8		0
0	88	32		8		0
0	89	58		8		26
0	90	58		8		0
0	91	58		8		0
0	92	58		8		0
0	93	58		8		0
0	94	58		8		0
0	95	58		8		0
0	96	52		14		0
0	97	52		14		0
0	98	52		14		0
0	99	52		14		0
0	100	52		14		0
0	101	52		14		0
0	102	52		14		0
0	103	52		14		0
0	104	94		14		42
0	105	94		14		0
0	106	94		14		0
0	107	94		14		0
0	108	94		14		0
0	109	94		14		0
0	110	94		14		0
0	111	84		24		0
0	112	84		24		0
0	113	84		24		0
0	114	84		24		0
0	115	84		24		0
0	116	84		24		0
0	117	84		24		0
0	118	84		24		0
0	119	152		24		68
0	120	152		24		0
0	121	152		24		0
0	122	152		24		0
0	123	152		24		0
0	124	152		24		0
0	125	152		24		0
0	126	136		40		0
0	127	136		40		0
0	128	136		40		0
0	129	136		40		0
0	130	136		40		0
0	131	136		40		0
0	132	136		40		0
0	133	136		40		0
0	134	246		40		110
0	135	246		40		0
0	136	246		40		0
0	137	246		40		0
0	138	246		40		0
0	139	246		40		0
0	140	246		40		0
0	141	220		66		0
0	142	220		66		0
0	143	220		66		0
0	144	220		66		0
0	145	220		66		0
0	146	220		66		0
0	147	220		66		0
0	148	220		66		0
0	149	398		66		178
0	150	398		66		0
0	151	398		66		0
0	152	398		66		0
0	153	398		66		0
0	154	398		66		0
0	155	398		66		0
0	156	356		108		0
0	157	356		108		0
0	158	356		108		0
0	159	356		108		0
0	160	356		108		0
0	161	356		108		0
0	162	356		108		0
0	163	356		108		0
0	164	644		108		288
0	165	644		108		0
0	166	644		108		0
0	167	644		108		0
0	168	644		108		0
0	169	644		108		0
0	170	644		108		0
0	171	576		176		0
0	172	576		176		0
0	173	576		176		0
0	174	576		176		0
0	175	576		176		0
0	176	576		176		0
0	177	576		176		0
0	178	576		176		0
0	179	1042		176		466
0	180	1042		176		0
0	181	1042		176		0
0	182	1042		176		0
0	183	1042		176		0
0	184	1042		176		0
0	185	1042		176		0
0	186	932		286		0
0	187	932		286		0
0	188	932		286		0
0	189	932		286		0
0	190	932		286		0
0	191	932		286		0
0	192	932		286		0
0	193	932		286		0
0	194	1686		286		754
0	195	1686		286		0
0	196	1686		286		0
0	197	1686		286		0
0	198	1686		286		0
0	199	1686		286		0
0	200	1686		286		0
0	201	1508		464		0
0	202	1508		464		0
0	203	1508		464		0
0	204	1508		464		0
0	205	1508		464		0
0	206	1508		464		0
0	207	1508		464		0
0	208	1508		464		0
0	209	2728		464		1220
0	210	2728		464		0
0	211	2728		464		0
0	212	2728		464		0
0	213	2728		464		0
0	214	2728		464		0
0	215	2728		464		0
0	216	2440		752		0
0	217	2440		752		0
0	218	2440		752		0
0	219	2440		752		0
0	220	2440		752		0
0	221	2440		752		0
0	222	2440		752		0
0	223	2440		752		0
0	224	4414		752		1974
0	225	4414		752		0
0	226	4414		752		0
0	227	4414		752		0
0	228	4414		752		0
0	229	4414		752		0
0	230	4414		752		0
0	231	3948		1218		0
0	232	3948		1218		0
0	233	3948		1218		0
0	234	3948		1218		0
0	235	3948		1218		0
0	236	3948		1218		0
0	237	3948		1218		0
0	238	3948		1218		0
0	239	7142		1218		3194
0	240	7142		1218		0
0	241	7142		1218		0
0	242	7142		1218		0
0	243	7142		1218		0
0	244	7142		1218		0
0	245	7142		1218		0
0	246	6388		1972		0
0	247	6388		1972		0
0	248	6388		1972		0
0	249	6388		1972		0
0	250	6388		1972		0
0	251	6388		1972		0
0	252	6388		1972		0
0	253	6388		1972		0
0	254	11556		1972		5168
0	255	11556		1972		0
0	256	11556		1972		0
0	257	11556		1972		0
0	258	11556		1972		0
0	259	11556		1972		0
0	260	11556		1972		0
0	261	10336		3192		0
0	262	10336		3192		0
0	263	10336		3192		0
0	264	10336		3192		0
0	265	10336		3192		0
0	266	10336		3192		0
0	267	10336		3192		0
0	268	10336		3192		0
0	269	18698		3192		8362
0	270	18698		3192		0
0	271	18698		3192		0
0	272	18698		3192		0
0	273	18698		3192		0
0	274	18698		3192		0
0	275	18698		3192		0
0	276	16724		5166		0
0	277	16724		5166		0
0	278	16724		5166		0
0	279	16724		5166		0
0	280	16724		5166		0
0	281	16724		5166		0
0	282	16724		5166		0
0	283	16724		5166		0
0	284	30254		5166		13530
0	285	30254		5166		0
0	286	30254		5166		0
0	287	30254		5166		0
0	288	30254		5166		0
0	289	30254		5166		0
0	290	30254		5166		0
0	291	27060		8360		0
0	292	27060		8360		0
0	293	27060		8360		0
0	294	27060		8360		0
0	295	27060		8360		0
0	296	27060		8360		0
0	297	27060		8360		0
0	298	27060		8360		0
0	299	48952		8360		21892
0	300	48952		8360		0
